,0,1
30-29.smt2,0.059,sat
ex9080_2400_100.smt2,0.76,sat
40-21.smt2,0.117,sat
ex5480_2400_100.smt2,15.711,sat
prp-43-49.smt2,16.625,sat
prp-0-199.smt2,11.607,sat
prp-39-47.smt2,155.768,sat
40-7.smt2,0.058,sat
10-36.smt2,0.031,sat
40-8.smt2,0.065,sat
ex5200_2400_100.smt2,31.083,sat
25-7.slack.smt2,0.047,sat
prp-26-45.smt2,2.469,sat
ex7340_2400_100.smt2,0.903,sat
ex26300_2600_100.smt2,2.715,sat
ex8600_2400_100.smt2,0.682,sat
40-18.slack.smt2,0.289,sat
40-24.smt2,0.285,sat
prp-7-21.smt2,1.483,sat
convert-jpg2gif-query-1338.smt2,5.638,sat
problem__002.smt2,0.117,sat
convert-jpg2gif-query-1596.smt2,1324.81,unknown
ex9260_2400_100.smt2,0.864,sat
25-10.smt2,0.032,sat
prp-39-45.smt2,1263.662,unknown
40-21.slack.smt2,0.37,sat
ex17100_2600_100.smt2,2.009,sat
ex26600_2600_100.smt2,2.328,sat
35-30.smt2,0.25,sat
prp-11-27.smt2,4.781,sat
problem__035.smt2,0.735,sat
convert-jpg2gif-query-1551.smt2,1385.552,unknown
prp-24-31.smt2,10.8,sat
ex17500_2600_100.smt2,2.163,sat
prp-24-48.smt2,271.308,sat
problem_2__032.smt2,0.088,sat
prp-12-38.smt2,126.385,sat
prp-3-47.smt2,229.927,sat
45-18.smt2,0.102,sat
prp-51-46.smt2,9.078,sat
25-28.smt2,1.872,sat
ex7140_2400_100.smt2,0.813,sat
prp-37-39.smt2,223.235,sat
convert-jpg2gif-query-1519.smt2,82.708,sat
prp-12-35.smt2,25.799,sat
ex28100_2600_100.smt2,1.607,sat
prp-12-46.smt2,117.35,sat
ex8020_2400_100.smt2,0.485,sat
15-10.slack.smt2,0.033,sat
prp-43-48.smt2,15.473,sat
prp-1-48.smt2,0.487,sat
ex9340_2400_100.smt2,0.697,sat
15-2.slack.smt2,0.034,sat
normalized-j9027_5-sat.smt2,19.178,sat
20-15.smt2,0.037,sat
problem__027.smt2,1.104,sat
prp-4-23.smt2,1.851,sat
35-29.slack.smt2,0.272,sat
ex6060_2400_100.smt2,1.704,sat
ex17700_2600_100.smt2,1.976,sat
prp-26-35.smt2,43.683,sat
30-21.slack.smt2,0.389,sat
ex5920_2400_100.smt2,1.595,sat
ex24700_2600_100.smt2,1.565,sat
prp-21-30.smt2,5.857,sat
25-6.smt2,0.053,sat
prp-29-35.smt2,49.394,sat
10-37.slack.smt2,0.039,sat
ex5880_2400_100.smt2,1.835,sat
problem__015.smt2,0.074,sat
convert-jpg2gif-query-1405.smt2,6.384,sat
prp-7-22.smt2,1.23,sat
ex29100_2600_100.smt2,1.312,sat
convert-jpg2gif-query-1461.smt2,6.605,sat
convert-jpg2gif-query-1144.smt2,0.888,sat
convert-jpg2gif-query-1441.smt2,6.359,sat
35-27.smt2,0.225,sat
20-20.smt2,0.069,sat
prp-18-38.smt2,144.49099999999999,sat
prp-10-48.smt2,190.768,sat
40-19.smt2,0.107,sat
ex6760_2400_100.smt2,1.334,sat
prp-51-47.smt2,10.993,sat
prp-7-26.smt2,2.884,sat
problem__017.smt2,0.273,sat
ex5260_2400_100.smt2,32.215,sat
20-21.smt2,0.355,sat
ex6380_2400_100.smt2,1.669,sat
45-2.slack.smt2,0.055,sat
ex8780_2400_100.smt2,0.902,sat
ex6280_2400_100.smt2,1.69,sat
prp-3-46.smt2,0.622,sat
10-30.slack.smt2,0.041,sat
convert-jpg2gif-query-1207.smt2,5.595,sat
convert-jpg2gif-query-1386.smt2,6.734,sat
convert-jpg2gif-query-1470.smt2,8.304,sat
prp-49-48.smt2,12.133,sat
ex27300_2600_100.smt2,1.342,sat
unbd-sage14.smt2,1220.933,unknown
prp-37-44.smt2,1129.861,sat
prp-34-38.smt2,165.15699999999998,sat
30-3.smt2,0.066,sat
35-12.smt2,0.044,sat
35-3.slack.smt2,0.037,sat
prp-13-46.smt2,124.295,sat
ex21400_2600_100.smt2,2.003,sat
prp-4-111.smt2,251.124,sat
ex10000_2400_100.smt2,0.966,sat
normalized-j6041_4-sat.smt2,1205.845,unknown
45-20.smt2,0.116,sat
prp-24-33.smt2,14.175,sat
prp-30-44.smt2,1285.662,unknown
prp-15-49.smt2,273.031,sat
prp-30-35.smt2,40.679,sat
ex22100_2600_100.smt2,2.019,sat
35-19.smt2,0.058,sat
prp-19-42.smt2,484.972,sat
15-6.smt2,0.039,sat
35-5.slack.smt2,0.045,sat
prp-17-37.smt2,98.78999999999999,sat
prp-27-50.smt2,177.622,sat
prp-33-34.smt2,22.22,sat
prp-16-43.smt2,964.522,sat
prp-8-31.smt2,7.556,sat
normalized-j9035_5-sat.smt2,3.703,sat
20-16.slack.smt2,0.05,sat
prp-18-41.smt2,242.604,sat
convert-jpg2gif-query-1613.smt2,1363.842,unknown
ex6140_2400_100.smt2,1.632,sat
convert-jpg2gif-query-1549.smt2,46.307,sat
convert-jpg2gif-query-1184.smt2,5.574,sat
ex6080_2400_100.smt2,1.836,sat
20-13.smt2,0.061,sat
prp-21-50.smt2,183.144,sat
ex5700_2400_100.smt2,2.033,sat
prp-46-41.smt2,347.425,sat
ex25000_2600_100.smt2,1.4,sat
convert-jpg2gif-query-1460.smt2,6.494,sat
prime_cone_sat_9.smt2,0.104,sat
ex7640_2400_100.smt2,0.565,sat
unbd-sage3.smt2,1205.616,unknown
ex17900_2600_100.smt2,2.115,sat
prp-28-35.smt2,43.584,sat
ex15300_2600_100.smt2,3.135,sat
convert-jpg2gif-query-1392.smt2,6.148,sat
prp-17-36.smt2,132.032,sat
prp-17-41.smt2,219.44400000000002,sat
prp-6-21.smt2,1.669,sat
prp-2-197.smt2,20.28,sat
45-19.slack.smt2,0.121,sat
40-32.smt2,1.137,sat
mzzv11.sat.smt2,4.374,sat
ex6700_2400_100.smt2,0.878,sat
prp-37-37.smt2,136.699,sat
ex26800_2600_100.smt2,1.949,sat
40-26.smt2,0.277,sat
convert-jpg2gif-query-1425.smt2,6.767,sat
prp-45-43.smt2,904.988,sat
prp-18-48.smt2,195.174,sat
prp-1-47.smt2,0.395,sat
prp-5-36.smt2,90.887,sat
prp-25-32.smt2,14.614,sat
45-21.slack.smt2,0.244,sat
normalized-j12010_10-sat.smt2,42.68,sat
ex9460_2400_100.smt2,0.674,sat
ex21300_2600_100.smt2,1.451,sat
ex8400_2400_100.smt2,1.1,sat
25-25.slack.smt2,0.165,sat
convert-jpg2gif-query-1190.smt2,5.633,sat
prp-9-49.smt2,243.285,sat
prp-0-26.smt2,2.117,sat
convert-jpg2gif-query-1579.smt2,48.529,sat
ex5300_2400_100.smt2,28.026,sat
prp-16-36.smt2,118.325,sat
prp-40-50.smt2,14.829,sat
prp-36-43.smt2,1107.045,sat
45-25.smt2,0.195,sat
ex9480_2400_100.smt2,0.604,sat
prime_cone_sat_3.smt2,0.106,sat
ex9900_2400_100.smt2,0.897,sat
prp-24-44.smt2,1258.315,sat
prp-7-41.smt2,259.507,sat
unbd-sage8.smt2,1205.972,unknown
prp-23-42.smt2,699.851,sat
prp-18-36.smt2,120.033,sat
ex9720_2400_100.smt2,0.585,sat
prp-6-29.smt2,5.135,sat
35-32.smt2,1.103,sat
wisa4.smt2,0.211,sat
prp-38-45.smt2,1258.369,unknown
Sz256_6616.smt2,1205.928,unknown
prp-14-30.smt2,7.427,sat
prp-0-200.smt2,14.88,sat
ex6960_2400_100.smt2,1.128,sat
convert-jpg2gif-query-1539.smt2,1328.441,unknown
prp-5-41.smt2,278.986,sat
ex22800_2600_100.smt2,1.738,sat
problem__032.smt2,9.657,sat
prp-9-50.smt2,226.496,sat
prp-25-38.smt2,129.764,sat
prp-1-109.smt2,165.23,sat
prp-43-40.smt2,266.104,sat
convert-jpg2gif-query-1142.smt2,0.812,sat
prp-33-33.smt2,15.129,sat
ex5680_2400_100.smt2,3.143,sat
prp-20-46.smt2,153.699,sat
prp-46-46.smt2,11.932,sat
35-8.smt2,0.044,sat
convert-jpg2gif-query-1597.smt2,50.011,sat
prp-12-27.smt2,2.934,sat
ex18400_2600_100.smt2,1.284,sat
35-14.slack.smt2,0.045,sat
prp-17-33.smt2,13.189,sat
ex5400_2400_100.smt2,2.811,sat
25-11.slack.smt2,0.064,sat
prp-28-39.smt2,326.184,sat
problem_2__027.smt2,1.414,sat
ex8300_2400_100.smt2,0.698,sat
fast0507.sat.smt2,24.05,sat
convert-jpg2gif-query-1143.smt2,0.791,sat
normalized-j605_7-sat.smt2,633.798,sat
ex5360_2400_100.smt2,22.213,sat
40-34.slack.smt2,0.585,sat
convert-jpg2gif-query-1408.smt2,6.402,sat
Example_1.txt.smt2,0.433,sat
ex5340_2400_100.smt2,47.797,sat
ex5500_2400_100.smt2,1.767,sat
normalized-j1201_5-sat.smt2,375.709,sat
prp-8-50.smt2,280.195,sat
prp-16-44.smt2,1191.179,sat
10-40.smt2,0.035,sat
25-16.slack.smt2,0.093,sat
ex30000_2600_100.smt2,1.686,sat
25-35.smt2,0.733,sat
Example_10.txt.smt2,1320.788,unknown
prp-3-50.smt2,0.946,sat
normalized-j12036_4-sat.smt2,1205.325,unknown
prp-4-38.smt2,156.905,sat
ex9440_2400_100.smt2,0.616,sat
prp-17-34.smt2,16.094,sat
convert-jpg2gif-query-1570.smt2,1301.59,unknown
25-35.slack.smt2,0.427,sat
prp-22-35.smt2,44.708,sat
convert-jpg2gif-query-1203.smt2,5.59,sat
ex7360_2400_100.smt2,0.676,sat
prp-19-44.smt2,1241.16,sat
15-18.smt2,0.035,sat
convert-jpg2gif-query-1565.smt2,1253.939,unknown
ex7680_2400_100.smt2,0.681,sat
prp-28-36.smt2,158.541,sat
ex5280_2400_100.smt2,23.83,sat
10-41.smt2,0.039,sat
prp-14-40.smt2,173.162,sat
convert-jpg2gif-query-1458.smt2,6.328,sat
45-32.slack.smt2,0.804,sat
45-35.smt2,0.916,sat
convert-jpg2gif-query-1552.smt2,53.302,sat
convert-jpg2gif-query-1415.smt2,6.891,sat
prp-4-37.smt2,121.729,sat
unbd-sage5.smt2,1204.654,unknown
ex23800_2600_100.smt2,1.65,sat
ex23900_2600_100.smt2,1.107,sat
35-7.smt2,0.039,sat
unbd-sage15.smt2,1206.915,unknown
prp-24-49.smt2,227.19400000000002,sat
problem_2__014.smt2,0.054,sat
15-11.slack.smt2,0.037,sat
20-26.slack.smt2,0.855,sat
prp-13-35.smt2,42.185,sat
convert-jpg2gif-query-1417.smt2,6.164,sat
prp-36-46.smt2,130.364,sat
ex6220_2400_100.smt2,1.064,sat
ex5980_2400_100.smt2,1.51,sat
prp-35-47.smt2,143.51,sat
normalized-j12036_3-sat.smt2,1319.846,unknown
prp-24-50.smt2,220.428,sat
prp-16-33.smt2,14.677,sat
normalized-j6035_10-sat.smt2,1.756,sat
convert-jpg2gif-query-1581.smt2,50.864,sat
prp-37-50.smt2,17.492,sat
prp-29-39.smt2,225.55,sat
prp-17-26.smt2,2.756,sat
20-6.smt2,0.039,sat
ex8680_2400_100.smt2,0.684,sat
prp-2-20.smt2,0.981,sat
30-1.slack.smt2,0.038,sat
convert-jpg2gif-query-1449.smt2,6.344,sat
40-23.smt2,0.167,sat
20-1.slack.smt2,0.037,sat
convert-jpg2gif-query-1492.smt2,1275.606,unknown
ex22900_2600_100.smt2,1.496,sat
ex22700_2600_100.smt2,1.477,sat
prp-46-43.smt2,1021.954,sat
Sz128_2824.smt2,4.97,sat
prp-16-40.smt2,187.065,sat
ex5800_2400_100.smt2,2.492,sat
ex6600_2400_100.smt2,1.231,sat
prp-9-31.smt2,7.797,sat
prp-28-38.smt2,200.02,sat
15-5.slack.smt2,0.034,sat
unbd-sage18.smt2,1207.58,unknown
prp-16-31.smt2,8.441,sat
ex5180_2400_100.smt2,39.388,sat
ex14600_2600_100.smt2,3.58,sat
convert-jpg2gif-query-1163.smt2,2.057,sat
prp-0-110.smt2,1032.07,sat
normalized-j12033_3-sat.smt2,1313.006,unknown
prp-42-40.smt2,5.14,sat
20-24.smt2,0.073,sat
convert-jpg2gif-query-1463.smt2,6.54,sat
prp-43-50.smt2,16.373,sat
prp-16-34.smt2,19.421,sat
prp-5-27.smt2,4.721,sat
ex5100_2400_100.smt2,111.49799999999999,sat
prp-10-35.smt2,34.841,sat
ex8800_2400_100.smt2,1.039,sat
unbd-sage13.smt2,1221.415,unknown
45-32.smt2,0.2,sat
prp-29-36.smt2,92.315,sat
15-15.smt2,0.033,sat
35-32.slack.smt2,1.449,sat
40-33.slack.smt2,0.931,sat
prp-21-46.smt2,183.087,sat
20-17.slack.smt2,0.056,sat
convert-jpg2gif-query-1166.smt2,0.702,sat
ex20700_2600_100.smt2,1.496,sat
prp-5-43.smt2,835.531,sat
prp-18-49.smt2,178.735,sat
35-21.slack.smt2,0.446,sat
prp-3-28.smt2,3.936,sat
unbd-sage7.smt2,1216.912,unknown
convert-jpg2gif-query-1512.smt2,1271.005,unknown
prp-2-198.smt2,22.343,sat
ex17200_2600_100.smt2,2.056,sat
30-20.smt2,0.092,sat
prp-26-41.smt2,6.215,sat
45-28.slack.smt2,0.572,sat
ex7940_2400_100.smt2,0.778,sat
ex7980_2400_100.smt2,0.661,sat
25-26.slack.smt2,0.146,sat
convert-jpg2gif-query-1511.smt2,1269.73,unknown
prp-37-35.smt2,16.548,sat
30-19.slack.smt2,0.129,sat
ex23400_2600_100.smt2,1.178,sat
convert-jpg2gif-query-1445.smt2,6.409,sat
prp-4-30.smt2,7.69,sat
prp-18-40.smt2,172.024,sat
convert-jpg2gif-query-1444.smt2,6.203,sat
prp-24-35.smt2,56.25,sat
convert-jpg2gif-query-1391.smt2,6.048,sat
ex15500_2600_100.smt2,3.408,sat
prp-5-26.smt2,3.267,sat
ex21200_2600_100.smt2,1.841,sat
Example_16.txt.smt2,5.156,sat
prp-21-28.smt2,4.483,sat
ex8180_2400_100.smt2,0.682,sat
problem_2__024.smt2,0.343,sat
30-1.smt2,0.03,sat
convert-jpg2gif-query-1148.smt2,0.848,sat
prp-6-49.smt2,240.753,sat
convert-jpg2gif-query-1145.smt2,0.675,sat
35-1.smt2,0.033,sat
ex24900_2600_100.smt2,1.747,sat
prp-24-47.smt2,145.419,sat
prp-7-45.smt2,1116.153,sat
ex5460_2400_100.smt2,3.237,sat
prime_cone_sat_4.smt2,0.091,sat
prp-7-46.smt2,155.525,sat
ex19600_2600_100.smt2,1.612,sat
prp-4-40.smt2,225.263,sat
normalized-j3027_8-sat.smt2,1.362,sat
prp-17-47.smt2,115.86500000000001,sat
45-12.slack.smt2,0.043,sat
prp-18-39.smt2,133.692,sat
convert-jpg2gif-query-1432.smt2,6.475,sat
30-31.slack.smt2,0.979,sat
problem__012.smt2,0.061,sat
ex9240_2400_100.smt2,0.789,sat
convert-jpg2gif-query-1591.smt2,52.374,sat
40-13.smt2,0.073,sat
prp-23-50.smt2,305.858,sat
25-26.smt2,0.124,sat
10-28.slack.smt2,0.036,sat
prp-16-26.smt2,1.863,sat
10-35.smt2,0.039,sat
prp-19-43.smt2,974.056,sat
ex29300_2600_100.smt2,1.708,sat
35-25.smt2,0.192,sat
ex7280_2400_100.smt2,0.811,sat
ex18600_2600_100.smt2,1.723,sat
prp-40-43.smt2,961.018,sat
convert-jpg2gif-query-1496.smt2,1236.033,unknown
ex27400_2600_100.smt2,1.443,sat
15-18.slack.smt2,0.044,sat
Example_17.txt.smt2,4.904,sat
20-3.smt2,0.06,sat
normalized-j9010_8-sat.smt2,233.022,sat
normalized-j3031_7-sat.smt2,1.297,sat
prp-43-45.smt2,1215.841,unknown
15-6.slack.smt2,0.044,sat
45-6.smt2,0.032,sat
ex19700_2600_100.smt2,2.169,sat
problem__020.smt2,0.229,sat
45-10.slack.smt2,0.044,sat
prp-8-38.smt2,167.54,sat
prp-28-44.smt2,1247.452,unknown
convert-jpg2gif-query-1467.smt2,6.573,sat
convert-jpg2gif-query-1615.smt2,1270.004,unknown
ex25600_2600_100.smt2,1.826,sat
20-11.slack.smt2,0.052,sat
ex19800_2600_100.smt2,1.515,sat
convert-jpg2gif-query-1466.smt2,6.454,sat
prp-38-39.smt2,233.586,sat
25-4.smt2,0.036,sat
prp-4-36.smt2,141.914,sat
prp-8-48.smt2,173.805,sat
convert-jpg2gif-query-1193.smt2,5.426,sat
40-30.smt2,0.512,sat
15-1.smt2,0.037,sat
prp-23-49.smt2,228.53,sat
ex29600_2600_100.smt2,1.594,sat
ex9020_2400_100.smt2,1.021,sat
prp-19-35.smt2,36.538,sat
ex8660_2400_100.smt2,0.55,sat
30-2.slack.smt2,0.05,sat
ex27900_2600_100.smt2,1.735,sat
35-29.smt2,0.201,sat
convert-jpg2gif-query-1560.smt2,1324.651,unknown
ex26700_2600_100.smt2,1.603,sat
convert-jpg2gif-query-1601.smt2,1220.523,unknown
ex6000_2400_100.smt2,1.259,sat
prp-8-23.smt2,2.016,sat
convert-jpg2gif-query-1450.smt2,6.292,sat
ex7020_2400_100.smt2,1.128,sat
10-34.slack.smt2,0.038,sat
convert-jpg2gif-query-1588.smt2,1283.79,unknown
prp-22-50.smt2,180.503,sat
prp-36-40.smt2,342.389,sat
prp-8-26.smt2,3.502,sat
ex22500_2600_100.smt2,1.518,sat
ds.sat.smt2,1343.957,unknown
prp-14-28.smt2,4.186,sat
prp-31-46.smt2,121.942,sat
prp-19-48.smt2,233.074,sat
prp-12-34.smt2,11.467,sat
Example_13.txt.smt2,1.364,sat
convert-jpg2gif-query-1472.smt2,1231.266,unknown
45-31.smt2,7.443,sat
manna81.sat.smt2,1.052,sat
convert-jpg2gif-query-1202.smt2,5.572,sat
ex9300_2400_100.smt2,0.58,sat
ex7460_2400_100.smt2,0.706,sat
prp-35-41.smt2,343.553,sat
prp-7-43.smt2,815.956,sat
ex28900_2600_100.smt2,1.656,sat
prp-16-42.smt2,427.441,sat
15-20.smt2,0.046,sat
prp-20-32.smt2,13.095,sat
prp-8-35.smt2,38.008,sat
prp-30-39.smt2,214.289,sat
prp-1-22.smt2,0.384,sat
convert-jpg2gif-query-1464.smt2,6.401,sat
convert-jpg2gif-query-1424.smt2,6.317,sat
normalized-j12037_7-sat.smt2,1295.499,unknown
30-2.smt2,0.05,sat
35-8.slack.smt2,0.053,sat
Example_2.txt.smt2,0.34,sat
ex7660_2400_100.smt2,0.8,sat
prp-22-40.smt2,239.859,sat
ex9660_2400_100.smt2,0.602,sat
30-11.slack.smt2,0.126,sat
25-30.slack.smt2,0.217,sat
25-21.smt2,0.356,sat
prp-17-43.smt2,933.101,sat
prp-26-47.smt2,147.365,sat
prp-6-24.smt2,0.682,sat
30-19.smt2,0.067,sat
prp-16-41.smt2,261.745,sat
20-15.slack.smt2,0.057,sat
normalized-1096.cudf.paranoid.smt2,0.062,sat
prp-37-46.smt2,12.402,sat
prp-51-50.smt2,12.259,sat
stp3d.sat.smt2,1206.574,unknown
20-30.slack.smt2,0.323,sat
prp-17-40.smt2,230.982,sat
convert-jpg2gif-query-1443.smt2,8.833,sat
25-29.slack.smt2,0.459,sat
prp-16-35.smt2,38.145,sat
15-19.slack.smt2,0.043,sat
convert-jpg2gif-query-1556.smt2,1232.085,unknown
ex29000_2600_100.smt2,1.574,sat
ex28700_2600_100.smt2,1.378,sat
convert-jpg2gif-query-1150.smt2,0.685,sat
ex9620_2400_100.smt2,0.83,sat
ex14700_2600_100.smt2,16.659,sat
normalized-j12016_4-sat.smt2,1205.828,unknown
prp-5-25.smt2,2.671,sat
unbd-sage24.smt2,1205.782,unknown
convert-jpg2gif-query-1606.smt2,1313.5720000000001,unknown
problem__033.smt2,0.888,sat
prp-13-50.smt2,271.345,sat
prp-6-50.smt2,275.379,sat
convert-jpg2gif-query-1497.smt2,1249.698,unknown
convert-jpg2gif-query-1179.smt2,5.543,sat
15-20.slack.smt2,0.045,sat
15-11.smt2,0.038,sat
prp-0-22.smt2,1.712,sat
convert-jpg2gif-query-1188.smt2,5.573,sat
20-19.slack.smt2,0.068,sat
problem_2__029.smt2,0.333,sat
ex26900_2600_100.smt2,1.497,sat
35-14.smt2,0.033,sat
normalized-j12021_4-sat.smt2,569.656,sat
ex7720_2400_100.smt2,0.73,sat
prp-8-25.smt2,2.614,sat
prp-12-29.smt2,4.139,sat
prp-18-42.smt2,384.498,sat
ex6020_2400_100.smt2,1.78,sat
convert-jpg2gif-query-1387.smt2,6.144,sat
problem__018.smt2,0.186,sat
prp-30-41.smt2,349.067,sat
prp-19-45.smt2,1206.591,unknown
prp-8-27.smt2,3.678,sat
normalized-j6018_3-sat.smt2,2.372,sat
45-10.smt2,0.037,sat
convert-jpg2gif-query-1410.smt2,6.216,sat
convert-jpg2gif-query-1476.smt2,1267.244,unknown
convert-jpg2gif-query-1457.smt2,6.857,sat
prp-9-22.smt2,1.671,sat
convert-jpg2gif-query-1351.smt2,5.734,sat
prp-0-14.smt2,0.702,sat
prp-16-30.smt2,6.689,sat
prp-20-34.smt2,21.776,sat
35-17.smt2,0.142,sat
prp-40-47.smt2,13.65,sat
convert-jpg2gif-query-1161.smt2,0.832,sat
prp-22-47.smt2,135.924,sat
prp-7-25.smt2,2.829,sat
unbd-sage23.smt2,1219.056,unknown
prp-14-46.smt2,153.29399999999998,sat
35-28.slack.smt2,0.14,sat
convert-jpg2gif-query-1452.smt2,6.428,sat
45-29.slack.smt2,0.573,sat
prp-17-31.smt2,6.455,sat
prp-1-14.smt2,0.623,sat
10-36.slack.smt2,0.036,sat
20-12.smt2,0.043,sat
prp-17-29.smt2,4.678,sat
ex6300_2400_100.smt2,0.804,sat
25-5.smt2,0.042,sat
prp-7-33.smt2,15.359,sat
harp2.sat.smt2,1250.714,unknown
prp-36-44.smt2,1149.0,sat
problem_2__026.smt2,0.271,sat
convert-jpg2gif-query-1573.smt2,1293.487,unknown
problem_2__023.smt2,0.335,sat
Example_12.txt.smt2,1219.818,unknown
40-14.slack.smt2,0.055,sat
prp-37-48.smt2,14.424,sat
prp-0-12.smt2,0.452,sat
35-9.smt2,0.051,sat
ex8220_2400_100.smt2,0.642,sat
convert-jpg2gif-query-1373.smt2,6.121,sat
20-1.smt2,0.033,sat
20-26.smt2,0.06,sat
convert-jpg2gif-query-1409.smt2,6.287,sat
prp-18-35.smt2,42.271,sat
prp-14-32.smt2,1.814,sat
45-12.smt2,0.042,sat
unbd-sage4.smt2,1204.733,unknown
Example_7.txt.smt2,1286.275,unknown
35-11.slack.smt2,0.059,sat
prp-3-197.smt2,14.227,sat
prp-5-28.smt2,4.642,sat
